ID,CEFR.Top,CEFR.Sub,CEFR,Original Level,Source,Sentence
20,A,A1,A1.1,1,GLOSS, أهم المدن: القاهرة والإسكندرية وشرم الشيخ
21,A,A1,A1.1,1,GLOSS, أهم الديانات: الإسلام والمسيحية القبطية
22,A,A1,A1.1,1,GLOSS, الطقس: يتميز الطقس في الكثير من المناطق بمصر (مثل القاهرة) بالبرودة أثناء فصل الشتاء والحرارة والجفاف في الصيف أمّا بعض المناطق الساحلية مثل 
23,A,A1,A1.1,1,GLOSS, الإسكندرية فتتميز بالبرودة والأمطار في الشتاء والطقس الحار الرطب أثناء الصيف
24,A,A1,A1.1,1,GLOSS, السكان: يبلغ عدد سكان مصر حالياً ثمانين مليون نسمة
25,A,A1,A1.1,1,GLOSS, التاريخ: تتمتع مصر بتاريخ فرعوني عريق بالإضافة إلى التاريخ الإسلامي والقبطي
26,A,A1,A1.1,1,GLOSS, الجزء الثاني: المعالم الجغرافية: يعتبر نهر النيل أطول أنهار العالم ويمتد من أقصى جنوب مصر إلى البحر الأبيض المتوسط شمالاً وتتميز مصر أيضاً بعدة بحيرات مثل بحيرة ناصر وبحيرة قارون
27,A,A1,A1.1,1,GLOSS, المناطق السياحية: تقع أهرامات الجيزة قرب العاصمة وتوجد العديد من الآثار الفرعونية في مدينتي الأقصر وأسوان جنوب البلاد وتقدم مدينتا شرم الشيخ والغردقة فرصاً رائعة للاستمتاع بالطقس الدافئ وممارسة الرياضة المائية مثل السباحة والغوص
28,A,A1,A1.1,1,GLOSS, وتعتبر مدينة الإسكندرية من أهم المعالم السياحية للمصريين والأجانب نظراً 
29,A,A1,A1.1,1,GLOSS, للتاريخ الروماني واليوناني هناك
30,A,A1,A1.1,1,GLOSS, النظام السياسي: أسفرت ثورة 23 يوليو عام 1952 عن استقلال جمهورية مصر العربية من الملك فاروق الأول وسافر بعد الثورة إلى المنفى في إيطاليا 
31,A,A1,A1.1,1,GLOSS, وشهدت الجمهورية ثلاثة رؤساء حتى الآن وهم جمال عبد الناصر وأنور السادات وحسني مبارك قامت ثورة 25يناير عام 2011 وأجبرت نظام حسني مبارك على الاستقالة من الحكم
32,A,A1,A1.1,1,GLOSS, النظام التعليمي: يتكوّن النظام التعليمي في مصر من ست سنوات في المرحلة الابتدائية ثم ثلاث سنوات في المرحلة الإعدادية وتليها ثلاث سنوات في المرحلة الثانوية
33,A,A1,A1.1,1,GLOSS, يلتحق الشباب بالجامعات أو المعاهد بعد الحصول على الثانوية العامة
34,A,A1,A1.1,1,GLOSS," مرحبا بكم في محل ""سياكي للأجهزة الالكترونية"" نُعلن عن موعد التخفيض السنوي و الذي يمتد من 1 الى 7 من أغسطس"
35,A,A1,A1.1,1,GLOSS," نُقدم مخزون كبير من المواد بأسعار مخفضة بدءا من الهواتف المحمولة و شاشات التلفاز ذات البعد الثالث إلى الحواسيب المحمولة و أجهزة اللعب الافتراضي مثل :إكس بوكس"" و ""بلي ستايشت ثري"" "
36,A,A1,A1.1,1,GLOSS," ففي قسم الهواتف هناك تخفيض بنسبة 20 في المئة للهواتف الذكية مثل ""بلاك بيري ستورم"" و ""الآي فون 24 غيغابيت"" يقدم هذا القسم أيضاً آخر منتوجات آلات التصوير الرقمية مثل ""سوني 10 ميغابات و ""كانون اكس تي 20 ميغاباتت"""
37,A,A1,A1.1,1,GLOSS," بالنسبة لقسم الحواسيب نُقدم أحسن تخفيض و هو إذا اشتريت حاسوبين محمولين في نفس اليوم فالثالث مجاناً و مخزون الحواسيب يضم أنواع ""الاكس بي"" و ""الماك"""
38,A,A1,A1.1,1,GLOSS," كل الحواسيب مُجهزة بكاميرا مُدمجة و مزودة بآخر برامج الحاسوب مثل ""وينداوز سيفن"" و برنامج محاربة الفيروس ""ماك في"""
39,A,A1,A1.1,1,GLOSS, تذكروا موعد التخفيض هذا السبت المُقبل
40,A,A1,A1.1,1,GLOSS," فمرحباً بكم مرة ثانية في شركة ""سياكي للأجهزة الالكترونية"""
41,A,A1,A1.1,1,GLOSS, يمكنكم الاتصال بنا عبر الهاتف على الرقم : 236-1213-0987 أو على البريد الالكتروني :saykibuisness@cropcom
42,A,A1,A1.1,1,GLOSS," و شكراً تعليمات حول الوقاية أثناء العمل مرحباً بكم في مصنع ""بولكم"" الكيماوي من الضروري أن تنتبهوا جيداً للتعليمات الاتية: مصنع ""بولكم"" مكان للعاملين المصرح لهم فقط"
43,A,A1,A1.1,1,GLOSS, يجب غسل الايدي قبل بدء العمل
44,A,A1,A1.1,1,GLOSS, يجب ارتداء السماعات الواقية للأذن في هذه المنطقة
45,A,A1,A1.1,1,GLOSS, يجب ارتداء النظارات الواقية للعين في هذه المنطقة
46,A,A1,A1.1,1,GLOSS, يجب ارتداء الخوذة الواقية
47,A,A1,A1.1,1,GLOSS, ممنوع التدخين في هذه المنطقة
48,A,A1,A1.1,1,GLOSS, هناك أماكن مغلقة و ممنوع الدخول اليها بدون تصريح
49,A,A1,A1.1,1,GLOSS, في هذه المنطقة هناك مواد قابلة للاشتعال
50,A,A1,A1.1,1,GLOSS, التيار الكهربائي هنا عالي الجهد و له فولت عال
51,A,A1,A1.1,1,GLOSS, هناك ثلاثة مخارج في هذا المصنع و احد على اليمين وواحد على اليسار وواحد في الخلف
52,A,A1,A1.1,1,GLOSS, ممنوع استعمال الهواتف الخلوية أثناء العمل
53,A,A1,A1.1,1,GLOSS," على كل عامل في مصنع ""بولكم"" أن يستحم بعد كل يوم عمل عمالقة الطرب الكلاسيكي المغربي الأصيل"
54,A,A1,A1.1,1,GLOSS, النص الأول: عبد الوهاب الدكالي عملاق من عمالقة الطرب الكلاسيكي المغربي الأصيل وهدا تعريف بسيط لأنه أعطى الكثير و الكثير للأغنية المغربية
55,A,A1,A1.1,1,GLOSS, الفنان عبد الوهاب الدكالي من مواليد عام 1941 نشأ بمدينة فاس وتلقى دروسا في الموسيقى والتمثيل والرسم مند الصغر
56,A,A1,A1.1,1,GLOSS, فاز الدكالي بلقب شخصية العالم العربي لعام 1991 في استفتاء اجرته مجلة «المجلة» التي تصدرها الشركة السعودية للابحاث والنشر وفي عام 1993 فاز للمرة الثانية بالجائزة الكبرى للمهرجان الثالث للاغنية المغربية في مراكش 
57,A,A1,A1.1,1,GLOSS, وحصل الدكالي على تتويج عربي بفوزه بالجائزة الكبرى للمهرجان الدولي للاغنية في القاهرة عام 1999 عن اغنيته سوق البشرية
58,A,A1,A1.1,1,GLOSS, النص الثاني: سميرة سعيد مطربة مغربية شهيرة مقيمة في القاهرة حائزة على عدد من الجوائز الموسيقية بينها جائزة الموسيقى العالمية في موناكو 
59,A,A1,A1.1,1,GLOSS, ولدت سميرة عبد الرزاق بنسعيد في 10 يناير 1958 بمدينة الرباط عاصمة المغرب
60,A,A1,A1.1,1,GLOSS," شاركت في برنامج للمواهب في المغرب وهي في عمر 8 سنوات وغنت لكوكب الشرق أم كلثوم بدأت مشوارها الفني و عمرها 9 سنوات بأول أعمالها (شكونا لاحبابنا) و(قول للمليحة) بمشاركتها في مسلسل ""مجالس الفن والأدب"" وأصدرت أول اسطوانة لها في 1970 م بعنوان (لقاء)"
61,A,A1,A1.1,1,GLOSS, وانتقلت إلى القاهره في عام 1978م حيث قدمت أغنيتين مع محمد سلطان وهما (الدنيا كده) و(الحب اللي اناعيشاه) وقبل أنتقالها إلى القاهره وتحديدآ في اواخر عام 1977م ذهبت إلى الإمارات حيث قدمت أول ألبوم لها وهو باللهجه الخليجية (بلا عتاب) تزوجت الفنانة مرتين الأولى من الموسيقار هاني مهنى بين عامي 1988 و1994 أما زواجها الثاني فهو من رجل أعمال مغربي وهو مصطفى النابلسي في 1994 وقد أنجبا طفلهما الوحيد شادي 1995 وهي حاليا غير متزوجة
62,A,A1,A1.1,1,GLOSS, الجزء الأول: معلومات عن الفندق
63,A,A1,A1.1,1,GLOSS, العنوان: 60 شارع عبد السلام عارف لوران الإسكندرية جمهورية مصر العربية
64,A,A1,A1.1,1,GLOSS, مطار النزهة بالإسكندرية(ALY): عشر دقائق
65,A,A1,A1.1,1,GLOSS, مطار برج العرب (HBE): خمسة وأربعين دقيقة معلومات عن الحجز
66,A,A1,A1.1,1,GLOSS, وقت الوصول: 3 مساءً
67,A,A1,A1.1,1,GLOSS, وقت المغادرة: الثانية عشرة ظهراً
68,A,A1,A1.1,1,GLOSS, الوصول المبكر والمغادرة المتأخرة: في حالة الوصول المبكر والرغبة في الدخول إلى الغرفة مباشرةً يرجى حجز الليلة السابقة كذلك عند المغادرة المتأخرة يرجى حجز ليلة إضافية لضمان استخدام الغرفة حتى مغادرة الفندق
69,A,A1,A1.1,1,GLOSS, سياسة إلغاء الحجز: لابد من استلام الفندق إلغاء الحجز 72 ساعة قبل السادسة مساء يوم وصول الضيف وإذا لم يتم استلام طلب الإلغاء سيقوم الفندق باحتساب تكلفة الإقامة ليوم واحد
70,A,A1,A1.1,1,GLOSS, كروت الائتمان: نقبل البطاقات التالية في الفندق: American Express MasterCard Visa
71,A,A1,A1.1,1,GLOSS, الجزء الثاني: مطعم باندا
72,A,A1,A1.1,1,GLOSS," يعتبر مطعم ""باندا"" الذي يقدم أطباقاً مصرية فاخرة مطعم الفندق الرئيسي استمتع بالأجواء الأنيقة والخدمة الممتازة واستمتع بالمناظر الساحرة للبحر الأبيض المتوسط"
73,A,A1,A1.1,1,GLOSS, الأطباق المتميزة: المقبلات الشرقية والأطباق المصرية التقليدية
74,A,A1,A1.1,1,GLOSS, ساعات العمل: العشاء (مايو إلى نوفمبر)
75,A,A1,A1.1,1,GLOSS, على مدار الأسبوع 7:00 مساءً-1:00 صباحاً
76,A,A1,A1.1,1,GLOSS, العشاء (ديسمبر إلى أبريل)
77,A,A1,A1.1,1,GLOSS, الثلاثاء إلى الأحد 7:00 مساءً-1:00 صباحاً
78,A,A1,A1.1,1,GLOSS, مرجع سريع: الموقع: الطابق الثالث
79,A,A1,A1.1,1,GLOSS, أماكن الجلوس بالداخل: 62
80,A,A1,A1.1,1,GLOSS, أماكن الجلوس في الخارج: 25
81,A,A1,A1.1,1,GLOSS, الملابس: أنيقة غير رسمية
82,A,A1,A1.1,1,GLOSS, الحجز: يُرجى الحجز مقدماً
83,A,A1,A1.1,1,GLOSS, لا يقدم المطعم بوفيه الإفطار أو الغداء في الوقت الحالي
84,A,A1,A1.1,1,GLOSS, مرحبا اسمي كلاوديو أنا من إيطاليا وأنا طالب عمري الخامسة و العشرين سنة أنا أعيش في شقة مع والدي أذهب إلى الجامعة خمسة أيام في الأسبوع أود الذهاب 
85,A,A1,A1.1,1,GLOSS, الى الديسكو يوم السبت أنا لا أحب ممارسة الرياضة لدي أخت واحدة وشقيق واحد أنطونيوو ماريا 
86,A,A1,A1.1,1,GLOSS," المقطع الثاني: مرحبا اسمي تشول ولقد جئت من كوريا عمري أربعين سنة أنا رجل أعمال وأنا أعمل في سيول أنا متزوج ولدي طفلان مين جي -- فتاة وداك هو صبي أسكن في منزل صغير في الضواحي وآخذ مترو الانفاق الى العمل من الاثنين إلى الجمعة أحب لعب الغولف في وقت فراغي أنا لا أحب غناء ""الكاراووكي"""
87,A,A1,A1.1,1,GLOSS," المقطع الثالث: مرحبا اسمي ادريس أنا من الدار البيضاء في المغرب عمري تسعة عشر سنة وما زلت أعيش مع والداي في بيت كبير يطل على شاطئ عين دياب أنا طالب في المدرسة الثانوية أنا أحب موسيقى الثمانينات وخصوصا مجموعتي ""موديرن تالكين"" و"" بيت شوب بويز"" أنا الابن الوحيد في الأسرة"
88,A,A1,A1.1,1,GLOSS, المقطع الرابع: مرحبا اسمي جولييت وأنا من مرسيليا في فرنسا عمري ثلاثة و عشرين سنة وأنا أعيش مع جاك خطيبي في شقة صغيرة في قلب المدينة أنا أدرس الطب وهذه هي السنة 
89,A,A1,A1.1,1,GLOSS, الثانية لي أحب الرقص والشرب لدي أخت واحدة ميشيل وعمرها 7 سنوات
90,A,A1,A1.1,1,GLOSS, وُلِد جلال الطالباني في 12 نوفمبر عام 1933 في قرية في كردستان العراق على مقربة من بحيرة دوكان درس المرحلة الابتدائية والمتوسطة في مدارس مدينة (كوي سنجق) ثم واصل تعليمه الثانوي في كركوك وأربيل
91,A,A1,A1.1,1,GLOSS, التحق طالباني بكلية الحقوق عام 1953 وتخرج من كلية الحقوق من إحدى جامعات بغداد عام 1959 انضم إلى الحزب الديمقراطي الكردستاني بزعامة الملا مصطفى البارزاني عام 1947 أسس الاتحاد الوطني الكردستاني في سوريا عام 1975م و بدأ حركته المسلحة عام 1976م ودخل في مفاوضات مع الحكومة العراقية عام 1984
92,A,A1,A1.1,1,GLOSS, جلال الطالباني سياسي عراقي كردي ورئيس جمهورية العراق اُنتخب لمنصب رئيس الجمهورية لمدة 4 سنوات في 22 ابريل 2006 أصبح أول زعيم غير عربي يرأس دولة عربية 
93,A,A1,A1.1,1,GLOSS, في التاريخ المعاصر يتكلم اللغات الكردية والعربية والفارسية والتركية والانكليزية بطلاقة
94,A,A1,A1.1,1,GLOSS, أدخل إلى مدينة الحسين الطبية في الأردن في 25 فبراير2007 بعد وعكة صحية أصابته وقد غادر المستشفى ليتلقى العلاج في مستشفى مايوكلينك في الولايات المتحدة الأمريكية انتخب في بداية تموز 2008 نائبا لرئيس منظمة سوشيال انترناشينال 
95,A,A1,A1.1,1,GLOSS, مطلوب أطباء لجامعة الإسكندرية
96,A,A1,A1.1,1,GLOSS, تعلن جامعة الإسكندرية (المستشفى الجامعي) عن احتياجها لشغل وظائف أطباء مقيمين في التخصصات التالية: طب الأطفال- الباطنة العامة- الطب النفسي- الأمراض الجلدية- طب العيون- الجراحة العامة- الأنف والأذن والحنجرة- جراحة القلب والصدر
97,A,A1,A1.1,1,GLOSS, يجب أن تنطبق الشروط التالية على المتقدمين:
98,A,A1,A1.1,1,GLOSS, أن يكون من خريجي كلية طب الإسكندرية
99,A,A1,A1.1,1,GLOSS," ألا يقل التقدير العام عن ""جيد جداً"""
100,A,A1,A1.1,1,GLOSS, ألا يكون قد مضى أكثر من سنتين على سنة التخرج
101,A,A1,A1.1,1,GLOSS, نرجو تقديم الطلبات بالإضافة إلى المستندات التالية بأسرع وقت ممكن: 1 شهادة التخرج الجامعية
102,A,A1,A1.1,1,GLOSS, عدد (4) صور شخصية
103,A,A1,A1.1,1,GLOSS, تقدم الطلبات على العنوان التالي: مكتب التعيينات الحديثة كلية الطب جامعة الإسكندرية الشاطبي
104,A,A1,A1.1,1,GLOSS, نبحث عن عمل (السيرة الذاتية)
105,A,A1,A1.1,1,GLOSS, السلام عليكم أنا شاب طموح من الأردن حاصل على بكالريوس تجارة تخصص محاسبة عام 2003 وأعمل في مجال الأجهزة الطبية حاصل على دورات لغات (فرنسية وإنجليزية) وأيضاً دورات الحاسوب وأريد أن أحصل على وظيفة كمحاسب في إحدى شركات الأدوية الكبرى أرجو مراسلتي ومساعدتي للحصول على وظيفة بإحدى هذه الشركات أرجو 
106,A,A1,A1.1,1,GLOSS, مراسلتي على العنوان التالي: xaTucl@mNIHcQ
107,A,A1,A1.1,1,GLOSS, أنا خريج كلية الطب جامعة القاهرة قسم طب الأطفال تخرجت عام 2000 بدرجة امتياز ولقد حصلت على الماجستير العام الماضي من جامعة لندن أريد العمل في مستشفى خاص في بلد خليجي استطيع العمل فوراً وأجيد اللغة الإنجليزية والألمانية أرجو مراسلتي على العنوان التالي: JOHuRg@sPvJNF
108,A,A1,A1.1,1,GLOSS, هي مدينة عالمية على أرض مصرية اشترك في تصميمها ثلاث من كبرى الشركات الأمريكية المتخصصة في تصميم المدن الجديدة حيث انتهت جميعها إلى تصميم مدينة عصرية 
109,A,A1,A1.1,1,GLOSS, ركز تخطيطها على توفير الاحتياجات الحالية والمستقبلية لسكانها والمترددين عليها 
110,A,A1,A1.1,1,GLOSS," تضم ""مدينتي"" مناطق السكنية المختلفة من فيلات وعمارات و مراكز للتسوق و المساحات الخضراء الواسعة وملاعب الجولف والفنادق الراقية بالإضافة إلي الخدمات اليومية التي توفر احتياجات السكن والمناطق الترفيهية و تضم المدينة على أطرافها الخارجية خدمات ضخمة وجديدة من نوعها لتلبي احتياجات المدينة والمدن "
111,A,A1,A1.1,1,GLOSS, المجاورة وحتى القاهرة الكبرى بما تتيحه من أنشطة ومراكز التسوق الحديثة ومنطقة الألعاب المائية والمؤسسات التعليمية المختلفة الخ
112,A,A1,A1.1,1,GLOSS, فهي مدينة تقام على مساحة 8 آلاف فدان لتوفر الحياة العصرية ل 600 ألف نسمة في 120 ألف وحدة سكنية مختلفة وتعمل كامتداد حضاري للقاهرة الجديدة 
113,A,A1,A1.1,1,GLOSS, قسمت المناطق السكنية بمدينتي إلى مناطق للفيلات و أخرى للعمارات بحيث يتوسط كل مجموعة منها منطقة خضراء واسعة تشكل متنفسا تطل عليه جميع الوحدات تقوم فلسفة التطوير العمراني لمدينتي على توفير مجتمع مُتميز ضمن مدينة حديثة التخطيط تأخذ في اعتبارها الاحتياجات المتفاوتة للسكان مركز التسوق
114,A,A1,A1.1,1,GLOSS, يعلن مركز الغد للتسوق عن توفر الدرجات الوظيفية التالية للعمل في فروع ومخازن المركز: مدير مبيعات: لا يقل عمر المتقدم عن 27 سنة ولا يزيد عن 45 سنة يجب أن يكون المتقدم حاصلاً على شهادة البكلوريوس في التسويق وبخبرة لا تقل عن خمس سنوات في مجال التسويق
115,A,A1,A1.1,1,GLOSS, موظف في قسم الادارة : يجب أن يكون المتقدم للعمل حاصلاً على شهادة البكلوريوس في الادارة او السكرتارية أو شهادة دبلوم من معهد الادارة والاقتصاد يجب ان يكون المتقدم ذو مهارة في استخدام الحاسوب يجب ان لا تقل خبرة المتقدم عن ثلاث سنوات على الأقل
116,A,A1,A1.1,1,GLOSS, مهندس تدفئة وتكييف: يجب ان يكون المتقدم حاصلاً على شهادة الهندسة في مجال التبريد والتكييف او في اختصاص مشابه يجب ان يكون قد زاول هذا العمل من قبل لثلاث سنوات على الأقل يجب ان يكون المتقدم مستعدا للعمل في نوبات العمل المسائية او الصباحية
117,A,A1,A1.1,1,GLOSS, سائق شاحنة: يجب ان يجتاز المتقدم اختبار السواقة في دائرة المرور العامة يجب ان يكون المتقدم مستعداً لنقل المنتجات من بغداد إلى باقي محافظات العراق وبالعكس
118,A,A1,A1.1,1,GLOSS, عمال تنظيف: العدد 7 يجب ان يكون المتقدم مستعداً للعمل في نوبة العمل المسائية فقط الخبرة غير مهمة يجب ان يجتاز المتقدم اختبار السلامة
119,A,A1,A1.1,1,GLOSS, يُدفع للموظفين الراتب الاسمي بالاضافة الى مخصصات النقل والطعام للراغبين بالعمل ارسال سيرتهم الشخصية بواسطة عنوان البريد الألكتروني او إرسالها بالفاكس
120,A,A1,A1.1,1,GLOSS, عنوان المركز: بغداد – العراق شارع السعدون عمارة 13 الطابق الأول
121,A,A1,A1.1,1,GLOSS, النص الأول: طلب زواج عاجل جداً السلام عليكم
122,A,A1,A1.1,1,GLOSS, أنا شاب عمري 29 سنة من المغرب ومن أسرة طيبة وأبحث عن شابة لطيفة وجميلة ومتواضعة التعليم الجامعي غير مهم عندي شقة وجميع الاستعدادات للزواج معي بكالوريوس زراعة وأعمل حالياً بوزارة الزراعة في المغرب
123,A,A1,A1.1,1,GLOSS, أتحدث ثلاث لغات جيداً (العربية والفرنسية والإنجليزية)
124,A,A1,A1.1,1,GLOSS, هواياتي هي الرياضة (خاصة كرة السلة) ومشاهدة الأفلام الأجنبية وألعاب الفيديو أيضاً أحب السفر ويمكنني المعيشة في أي مكان في العالم
125,A,A1,A1.1,1,GLOSS, أرجو الاتصال على هاتفي الجوّال: 456-123-011
126,A,A1,A1.1,1,GLOSS, النص الثاني: طلب زواج من سوريا بسم الله الرحمن الرحيم
127,A,A1,A1.1,1,GLOSS, أنا شابة جادة وصادقة في موضوع الزواج عمري بين 25-30 أنا محجّبة و من أسرة طيبة وميسورة الحال أسكن في دمشق وأفضّل البقاء في سوريا بعد الزواج أنا متعلمة تخرجت من كلية الآداب وأدرس الآن لأحصل على شهادة الماجستير لم يسبق لي الزواج
128,A,A1,A1.1,1,GLOSS, أبحث عن شاب متدين وعلى خُلُق ولا يشرب الكحوليات يفضّل أن يكون ميسور الحال ويجب أن يكون أعزب لم يسبق له الزواج والسن غير مهم
129,A,A1,A1.1,1,GLOSS, لمن يرغب في المراسلة أرجو الكتابة على البريد الإلكتروني التالي: 1234@hotmail
130,A,A1,A1.1,1,GLOSS, المقطع الأول: الحريرة هي الشوربة التقليدية المغربية وعادة ما تأكل خلال الافطار في شهر رمضان الكريم ، و تعتبر الحريرة وجبة في حد ذاتها وتُقدم أيضا للأقارب و الأصدقاء خلال احتفالات خاصة مثل صباح يوم ليلة الزفاف 
131,A,A1,A1.1,1,GLOSS, ولها نكهة تختلف قليلا عن حريرة شهر رمضان بالطبع يمكن أن تُحضر الحريرة في أي لحظة ومع ذلك فإن بعض العائلات تفضل التمسك بالتقاليد وتُقدمها في المناسبات الخاصة
132,A,A1,A1.1,1,GLOSS, المكونات: 1 رطل لحم البقر
133,A,A1,A1.1,1,GLOSS, 1 ملعقة صغيرة من الزعفران
134,A,A1,A1.1,1,GLOSS, 1 1 / 2 ملعقة شاي من الفلفل الأسود المطحون
135,A,A1,A1.1,1,GLOSS, 1 ملعقة صغيرة من القرفة المطحونة
136,A,A1,A1.1,1,GLOSS, 1 / 4 ملعقة صغيرة من الزنجبيل
137,A,A1,A1.1,1,GLOSS, 1 / 4 ملعقة صغيرة من الفلفل الأحمر
138,A,A1,A1.1,1,GLOSS, 3 ملاعق طعام من السمن
139,A,A1,A1.1,1,GLOSS, 3 / 4 كوب الكرفس المفروم
140,A,A1,A1.1,1,GLOSS, 1 بصل أحمر مفروم
141,A,A1,A1.1,1,GLOSS, 1 / 2 كوب الكزبرة الطازجة المفرومة
142,A,A1,A1.1,1,GLOSS, 1 رطل من الطماطم المعلبة 
143,A,A1,A1.1,1,GLOSS, 7 أكواب من الماء
144,A,A1,A1.1,1,GLOSS, / 4 كوب من العدس الاخضر 31
145,A,A1,A1.1,1,GLOSS, 1/3 رطل من الحمص والفاصوليا المُنشفة
146,A,A1,A1.1,1,GLOSS, 1 / 2 كوب عصير الليمون
147,A,A1,A1.1,1,GLOSS, المقطع الثاني: شوربة العدس المغربية والتي تقدم عادة ساخنة قد تكون نباتية ولكن يمكن أيضا أن تكون مُجهزة من قطع اللحم ويمكن استخدام العدس الأحمر أو الأخضر قد تشمل المكونات الأخرى الخضر مثل الجزر والبطاطس والكرفس والبقدونس والبصل النكهات المُضافة تشمل الثوم والكمون وعصير الليمون وزيت الزيتون والخل و تُزين الشوربة أحيانا بالخبز المحمص أو الأعشاب المفرومة
148,A,A1,A1.1,1,GLOSS, خدمات البنوك على الانترنت
149,A,A1,A1.1,1,GLOSS, النص الأول: الأسئلة الشائعة على موقعنا: التسجيل في الخدمة
150,A,A1,A1.1,1,GLOSS, كيف يمكنني الاشتراك في خدمات البنك على النت
151,A,A1,A1.1,1,GLOSS, عليك الذهاب إلى البنك وملء استمارة هناك بعد ذلك سوف نرسل لك رقماً تعريفياً مؤقتاً في البريد يمكنك بعد ذلك أن تدخل على الموقع وتقوم بالتسجيل لخدمات 
152,A,A1,A1.1,1,GLOSS, كيف يمكنني إعادة تنشيط خدمة البنك على النت
153,A,A1,A1.1,1,GLOSS, عليك الاتصال بمركز خدمة العُملاء وإعطاء بعض البيانات الخاصة للتأكد من هويتك بعد ذلك يتم إعادة تشغيل حسابك على الانترنت
154,A,A1,A1.1,1,GLOSS, متى يمكنني استخدام خدمة الموقع
155,A,A1,A1.1,1,GLOSS, خدمة الموقع متوّفرة كل يوم على مدار 24 ساعة
156,A,A1,A1.1,1,GLOSS, كيف أغيّر كلمة المرور
157,A,A1,A1.1,1,GLOSS," ادخل في حسابك على موقعنا واضغط على أيقونة ""تغيير كلمة المرور"" سوف يُطلب منك إعطاء الإجابات على بعض الأسئلة الخاصة بك"
158,A,A1,A1.1,1,GLOSS, ماذا يحدث إذا كانت كلمة المرور غير صحيحة
159,A,A1,A1.1,1,GLOSS, يمكنك محاولة إدخال كلمة المرور ثلاث مرات وإذا فشلت كل المحاولات عليك إجابة عدداً من الأسئلة السرية الخاصة بك
160,A,A1,A1.1,1,GLOSS, النص الثاني: الأسئلة الشائعة على موقعنا: بطاقات الائتمان
161,A,A1,A1.1,1,GLOSS, ما هي أنواع بطاقات الائتمان التي يقدمها البنك
